original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
I,,points,,,,,,,,,,
’,,doesn’t,,,doesn,,,,,,,
m,,,’,,,,,,,,,
never,,,t,,,,,,,,,
going,,matter,,,,,,,,,,
over,,anymore,,,,,,,,,,
to,,",",,,,,,p,w_p_pre,,,
the,,can’t,,,can,,,,,,,
Dark,,,’,,,,,,,,,
Side,,,t,,,,,,,,,
!,,you,,,,,,,,,,
I,,see,,,,,,,,,,
’,,?,,,,EOS,,p,w_p_pre,,,
m,,D’you,,,D,BOS,,,,,,
going,,,’,,,,,,,,,
through,,,you,,,,,,,,,
that,,think,,,,,,,,,,
trapdoor,,he’ll,,,he,,,,,,,
tonight,,,’,,,,,,,,,
and,,,ll,,,,,,,,,
nothing,,leave,,,,,,,,,,
you,,you,,,,,,,,,,
two,,and,,,,,,,,,,
say,,your,,,,,,,,,,
is,,families,,,,,,,,,,
going,,alone,,,,,,,,,,
to,,if,,,,,,,,,,
stop,,Gryffindor,,,,,,,,,,
me,,wins,,,,,,,,,,
!,,the,,,,,,,,,,
Voldemort,,house,,,,,,,,,,
killed,,cup,,,,,,,,,,
my,,?,,,,EOS,,p,w_p_pre,,,
parents,,If,,,,BOS,,,,,,
",",,I,,,,,,,,,,
remember,,get,,,,,,,,,,
?”,,caught,,,,,,,,,,
He,,before,,,,,,,,,,
glared,,I,,,,,,,,,,
at,,can,,,,,,,,,,
them,,get,,,,,,,,,,
.,,to,,,,,,,,,,
“,,the,,,,,,,,,,
You,,Stone,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
re,,well,,,,,,,,,,
right,,",",,,,,,p,w_p_pre,,,
Harry,,I’ll,,,I,,,,,,,
",”",,,’,,,,,,,,,
said,,,ll,,,,,,,,,
Hermione,,have,,,,,,,,,,
in,,to,,,,,,,,,,
a,,go,,,,,,,,,,
small,,back,,,,,,,,,,
voice,,to,,,,,,,,,,
.,,the,,,,,,,,,,
“,,Dursleys,,,,,,,,,,
I,,and,,,,,,,,,,
’,,wait,,,,,,,,,,
ll,,for,,,,,,,,,,
use,,Voldemort,,,,,,,,,,
the,,to,,,,,,,,,,
invisibility,,find,,,,,,,,,,
cloak,,me,,,,,,,,,,
",”",,there,,,,,,,,,,
said,,",",,,,,,p,w_p_pre,,,
Harry,,it’s,,,it,,,,,,,
.,,,’,,,,,,,,,
“,,,s,,,,,,,,,
It,,only,,,,,,,,,,
’,,dying,,,,,,,,,,
s,,a,,,,,,,,,,
just,,bit,,,,,,,,,,
lucky,,later,,,,,,,,,,
I,,than,,,,,,,,,,
got,,I,,,,,,,,,,
it,,would,,,,,,,,,,
back,,have,,,,,,,,,,
.”,,",",,,,,,p,w_p_pre,,,
“,,because,,,,,,,,,,
But,,I’m,,,I,,,,,,,
will,,,’,,,,,,,,,
it,,,m,,,,,,,,,
cover,,never,,,,,,,,,,
all,,going,,,,,,,,,,
three,,over,,,,,,,,,,
of,,to,,,,,,,,,,
us,,the,,,,,,,,,,
?”,,Dark,,,,,,,,,,
said,,Side,,,,,,,,,,
Ron,,!,,,,EOS,,p,w_p_pre,,,
.,,I’m,,,I,BOS,,,,,,
“,,,’,,,,,,,,,
All,,,m,,,,,,,,,
—,,going,,,,,,,,,,
all,,through,,,,,,,,,,
three,,that,,,,,,,,,,
of,,trapdoor,,,,,,,,,,
us,,tonight,,,,,,,,,,
?”,,and,,,,,,,,,,
“,,nothing,,,,,,,,,,
Oh,,you,,,,,,,,,,
",",,two,,,,,,,,,,
come,,say,,,,,,,,,,
off,,is,,,,,,,,,,
it,,going,,,,,,,,,,
",",,to,,,,,,,,,,
you,,stop,,,,,,,,,,
don,,me,,,,,,,,,,
’,,!,,,,EOS,,p,w_p_pre,,,
t,,Voldemort,,,,BOS,,,,,,
think,,killed,,,,,,,,,,
we,,my,,,,,,,,,,
’,,parents,,,,,,,,,,
d,,",",,,,,,p,w_p_pre,,,
let,,remember,,,,,,,,,,
you,,?,,,?”,,,p,w_p_pre,,,
go,,”,,add,,EOS,EOP,p,w_p_pre,,,
alone,,He,,,,BOS,BOP,,,,,
?”,,glared,,,,,,,,,,
“,,at,,,,,,,,,,
Of,,them,,,,,,,,,,
course,,.,,,,EOS,,p,w_p_pre,,,
not,,“,,,,BOS,,p,w_p_fol,,,
",”",,You’re,,,You,,,,,,,
said,,,’,,,,,,,,,
Hermione,,,re,,,,,,,,,
briskly,,right,,,,,,,,,,
.,,Harry,,,,,,,,,,
“,,",",,,",”",,,p,w_p_pre,,,
How,,”,,add,,,,p,w_p_pre,,,
do,,said,,,,,,,,,,
you,,Hermione,,,,,,,,,,
think,,in,,,,,,,,,,
you,,a,,,,,,,,,,
’,,small,,,,,,,,,,
d,,voice,,,,,,,,,,
get,,.,,,,EOS,,p,w_p_pre,,,
to,,“,,,,BOS,,p,w_p_fol,,,
the,,I’ll,,,I,,,,,,,
Stone,,,’,,,,,,,,,
without,,,ll,,,,,,,,,
us,,use,,,,,,,,,,
?,,the,,,,,,,,,,
I,,invisibility,,,,,,,,,,
’,,cloak,,,,,,,,,,
d,,",",,,",”",,,p,w_p_pre,,,
better,,”,,add,,,,p,w_p_pre,,,
go,,said,,,,,,,,,,
and,,Harry,,,,,,,,,,
look,,.,,,,EOS,,p,w_p_pre,,,
through,,“,,,,BOS,,p,w_p_fol,,,
my,,It’s,,,It,,,,,,,
books,,,’,,,,,,,,,
",",,,s,,,,,,,,,
there,,just,,,,,,,,,,
might,,lucky,,,,,,,,,,
be,,I,,,,,,,,,,
something,,got,,,,,,,,,,
useful,,it,,,,,,,,,,
.,,back,,,,,,,,,,
.,,.,,,.”,,,p,w_p_pre,,,
.”,,”,,add,,EOS,,p,w_p_pre,,,
“,,“,,,,BOS,,p,w_p_fol,,,
But,,But,,,,,,,,,,
if,,will,,,,,,,,,,
we,,it,,,,,,,,,,
get,,cover,,,,,,,,,,
caught,,all,,,,,,,,,,
",",,three,,,,,,,,,,
you,,of,,,,,,,,,,
two,,us,,,,,,,,,,
will,,?,,,?”,,,p,w_p_pre,,,
be,,”,,add,,,,p,w_p_pre,,,
expelled,,said,,,,,,,,,,
",",,Ron,,,,,,,,,,
too,,.,,,,EOS,,p,w_p_pre,,,
.”,,“,,,,BOS,,p,w_p_fol,,,
“,,All,,,,,,,,,,
Not,,—,,,,,,p,w_p_pre,,,
if,,all,,,,,,,,,,
I,,three,,,,,,,,,,
can,,of,,,,,,,,,,
help,,us,,,,,,,,,,
it,,?,,,?”,,,p,w_p_pre,,,
",”",,”,,add,,EOS,,p,w_p_pre,,,
said,,“,,,,BOS,,p,w_p_fol,,,
Hennione,,Oh,,,,,,,,,,
grimly,,",",,,,,,p,w_p_pre,,,
.,,come,,,,,,,,,,
“,,off,,,,,,,,,,
Flitwick,,it,,,,,,,,,,
told,,",",,,,,,p,w_p_pre,,,
me,,you,,,,,,,,,,
in,,don’t,,,don,,,,,,,
secret,,,’,,,,,,,,,
that,,,t,,,,,,,,,
I,,think,,,,,,,,,,
got,,we’d,,,we,,,,,,,
a,,,’,,,,,,,,,
hundred,,,d,,,,,,,,,
and,,let,,,,,,,,,,
twelve,,you,,,,,,,,,,
percent,,go,,,,,,,,,,
on,,alone,,,,,,,,,,
his,,?,,,?”,,,p,w_p_pre,,,
exam,,”,,add,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
They,,Of,,,,,,,,,,
’,,course,,,,,,,,,,
re,,not,,,,,,,,,,
not,,",",,,",”",,,p,w_p_pre,,,
throwing,,”,,add,,,,p,w_p_pre,,,
me,,said,,,,,,,,,,
out,,Hermione,,,,,,,,,,
after,,briskly,,,,,,,,,,
that,,.,,,,EOS,,p,w_p_pre,,,
.”,,“,,,,BOS,,p,w_p_fol,,,
After,,How,,,,,,,,,,
dinner,,do,,,,,,,,,,
the,,you,,,,,,,,,,
three,,think,,,,,,,,,,
of,,you’d,,,you,,,,,,,
them,,,’,,,,,,,,,
sat,,,d,,,,,,,,,
nervously,,get,,,,,,,,,,
apart,,to,,,,,,,,,,
in,,the,,,,,,,,,,
the,,Stone,,,,,,,,,,
common,,without,,,,,,,,,,
room,,us,,,,,,,,,,
.,,?,,,,EOS,,p,w_p_pre,,,
Nobody,,I’d,,,,BOS,,,,,,
bothered,,,’,,,,,,,,,
them,,,d,,,,,,,,,
;,,better,,,,,,,,,,
none,,go,,,,,,,,,,
of,,and,,,,,,,,,,
the,,look,,,,,,,,,,
Gryffindors,,through,,,,,,,,,,
had,,my,,,,,,,,,,
anything,,books,,,,,,,,,,
to,,",",,,,,,p,w_p_pre,,,
say,,there,,,,,,,,,,
to,,might,,,,,,,,,,
Harry,,be,,,,,,,,,,
any,,something,,,,,,,,,,
more,,useful,,,,,,,,,,
",",,.,,,,,,p,w_p_pre,,,
after,,.,,,,,,p,w_p_pre,,,
all,,.,,,.”,,,p,w_p_pre,,,
.,,”,,add,,EOS,,p,w_p_pre,,,
This,,“,,,,BOS,,p,w_p_fol,,,
was,,But,,,,,,,,,,
the,,if,,,,,,,,,,
first,,we,,,,,,,,,,
night,,get,,,,,,,,,,
he,,caught,,,,,,,,,,
hadn,,",",,,,,,p,w_p_pre,,,
’,,you,,,,,,,,,,
t,,two,,,,,,,,,,
been,,will,,,,,,,,,,
upset,,be,,,,,,,,,,
by,,expelled,,,,,,,,,,
it,,",",,,,,,p,w_p_pre,,,
.,,too,,,,,,,,,,
Hermione,,.,,,.”,,,p,w_p_pre,,,
was,,”,,add,,EOS,,p,w_p_pre,,,
skimming,,“,,,,BOS,,p,w_p_fol,,,
through,,Not,,,,,,,,,,
all,,if,,,,,,,,,,
her,,I,,,,,,,,,,
notes,,can,,,,,,,,,,
",",,help,,,,,,,,,,
hoping,,it,,,,,,,,,,
to,,",",,,",”",,,p,w_p_pre,,,
come,,”,,add,,,,p,w_p_pre,,,
across,,said,,,,,,,,,,
one,,Hermione,,,Hennione,,,,,,,
of,,grimly,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
enchantments,,“,,,,BOS,,p,w_p_fol,,,
they,,Flitwick,,,,,,,,,,
were,,told,,,,,,,,,,
about,,me,,,,,,,,,,
to,,in,,,,,,,,,,
try,,secret,,,,,,,,,,
to,,that,,,,,,,,,,
break,,I,,,,,,,,,,
.,,got,,,,,,,,,,
Harry,,a,,,,,,,,,,
and,,hundred,,,,,,,,,,
Ron,,and,,,,,,,,,,
didn,,twelve,,,,,,,,,,
’,,percent,,,,,,,,,,
t,,on,,,,,,,,,,
talk,,his,,,,,,,,,,
much,,exam,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
Both,,They’re,,,They,BOS,,,,,,
of,,,’,,,,,,,,,
them,,,re,,,,,,,,,
were,,not,,,,,,,,,,
thinking,,throwing,,,,,,,,,,
about,,me,,,,,,,,,,
what,,out,,,,,,,,,,
they,,after,,,,,,,,,,
were,,that,,,,,,,,,,
about,,.,,,.”,,,p,w_p_pre,,,
to,,”,,add,,EOS,EOP,p,w_p_pre,,,
do,,After,,,,BOS,BOP,,,,,
.,,dinner,,,,,,,,,,
Slowly,,the,,,,,,,,,,
",",,three,,,,,,,,,,
the,,of,,,,,,,,,,
room,,them,,,,,,,,,,
emptied,,sat,,,,,,,,,,
as,,nervously,,,,,,,,,,
people,,apart,,,,,,,,,,
drifted,,in,,,,,,,,,,
off,,the,,,,,,,,,,
to,,common,,,,,,,,,,
bed,,room,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
“,,Nobody,,,,BOS,,,,,,
Better,,bothered,,,,,,,,,,
get,,them,,,,,,,,,,
the,,;,,,,,,p,w_p_pre,,,
cloak,,none,,,,,,,,,,
",”",,of,,,,,,,,,,
Ron,,the,,,,,,,,,,
muttered,,Gryffindors,,,,,,,,,,
",",,had,,,,,,,,,,
as,,anything,,,,,,,,,,
Lee,,to,,,,,,,,,,
Jordan,,say,,,,,,,,,,
finally,,to,,,,,,,,,,
left,,Harry,,,,,,,,,,
",",,any,,,,,,,,,,
stretching,,more,,,,,,,,,,
and,,",",,,,,,p,w_p_pre,,,
yawning,,after,,,,,,,,,,
.,,all,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
ran,,This,,,,BOS,,,,,,
upstairs,,was,,,,,,,,,,
to,,the,,,,,,,,,,
their,,first,,,,,,,,,,
dark,,night,,,,,,,,,,
dormitory,,he,,,,,,,,,,
.,,hadn’t,,,hadn,,,,,,,
He,,,’,,,,,,,,,
pulled,,,t,,,,,,,,,
out,,been,,,,,,,,,,
the,,upset,,,,,,,,,,
cloak,,by,,,,,,,,,,
and,,it,,,,,,,,,,
then,,.,,,,EOS,,p,w_p_pre,,,
his,,Hermione,,,,BOS,,,,,,
eyes,,was,,,,,,,,,,
fell,,skimming,,,,,,,,,,
on,,through,,,,,,,,,,
the,,all,,,,,,,,,,
flute,,her,,,,,,,,,,
Hagrid,,notes,,,,,,,,,,
had,,",",,,,,,p,w_p_pre,,,
given,,hoping,,,,,,,,,,
him,,to,,,,,,,,,,
for,,come,,,,,,,,,,
Christmas,,across,,,,,,,,,,
.,,one,,,,,,,,,,
He,,of,,,,,,,,,,
pocketed,,the,,,,,,,,,,
it,,enchantments,,,,,,,,,,
to,,they,,,,,,,,,,
use,,were,,,,,,,,,,
on,,about,,,,,,,,,,
Fluffy,,to,,,,,,,,,,
—,,try,,,,,,,,,,
he,,to,,,,,,,,,,
didn,,break,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
t,,Harry,,,,BOS,,,,,,
feel,,and,,,,,,,,,,
much,,Ron,,,,,,,,,,
like,,didn’t,,,didn,,,,,,,
singing,,,’,,,,,,,,,
.,,,t,,,,,,,,,
He,,talk,,,,,,,,,,
ran,,much,,,,,,,,,,
back,,.,,,,EOS,,p,w_p_pre,,,
down,,Both,,,,BOS,,,,,,
to,,of,,,,,,,,,,
the,,them,,,,,,,,,,
common,,were,,,,,,,,,,
room,,thinking,,,,,,,,,,
.,,about,,,,,,,,,,
“,,what,,,,,,,,,,
We,,they,,,,,,,,,,
’,,were,,,,,,,,,,
d,,about,,,,,,,,,,
better,,to,,,,,,,,,,
put,,do,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
cloak,,Slowly,,,,BOS,,,,,,
on,,",",,,,,,p,w_p_pre,,,
here,,the,,,,,,,,,,
",",,room,,,,,,,,,,
and,,emptied,,,,,,,,,,
make,,as,,,,,,,,,,
sure,,people,,,,,,,,,,
it,,drifted,,,,,,,,,,
covers,,off,,,,,,,,,,
all,,to,,,,,,,,,,
three,,bed,,,,,,,,,,
of,,.,,,,EOS,,p,w_p_pre,,,
us,,“,,,,BOS,,p,w_p_fol,,,
-,,Better,,,,,,,,,,
if,,get,,,,,,,,,,
Filch,,the,,,,,,,,,,
spots,,cloak,,,,,,,,,,
one,,",",,,",”",,,p,w_p_pre,,,
of,,”,,add,,,,p,w_p_pre,,,
our,,Ron,,,,,,,,,,
feet,,muttered,,,,,,,,,,
wandering,,",",,,,,,p,w_p_pre,,,
along,,as,,,,,,,,,,
on,,Lee,,,,,,,,,,
its,,Jordan,,,,,,,,,,
own,,finally,,,,,,,,,,
—,,left,,,,,,,,,,
”,,",",,,,,,p,w_p_pre,,,
“,,stretching,,,,,,,,,,
What,,and,,,,,,,,,,
are,,yawning,,,,,,,,,,
you,,.,,,,EOS,,p,w_p_pre,,,
doing,,Harry,,,,BOS,,,,,,
?”,,ran,,,,,,,,,,
said,,upstairs,,,,,,,,,,
a,,to,,,,,,,,,,
voice,,their,,,,,,,,,,
from,,dark,,,,,,,,,,
the,,dormitory,,,,,,,,,,
corner,,.,,,,EOS,,p,w_p_pre,,,
of,,He,,,,BOS,,,,,,
the,,pulled,,,,,,,,,,
room,,out,,,,,,,,,,
.,,the,,,,,,,,,,
Neville,,cloak,,,,,,,,,,
appeared,,and,,,,,,,,,,
from,,then,,,,,,,,,,
behind,,his,,,,,,,,,,
an,,eyes,,,,,,,,,,
armchair,,fell,,,,,,,,,,
",",,on,,,,,,,,,,
clutching,,the,,,,,,,,,,
Trevor,,flute,,,,,,,,,,
the,,Hagrid,,,,,,,,,,
toad,,had,,,,,,,,,,
",",,given,,,,,,,,,,
who,,him,,,,,,,,,,
looked,,for,,,,,,,,,,
as,,Christmas,,,,,,,,,,
though,,.,,,,EOS,,p,w_p_pre,,,
he,,He,,,,BOS,,,,,,
’,,pocketed,,,,,,,,,,
d,,it,,,,,,,,,,
been,,to,,,,,,,,,,
making,,use,,,,,,,,,,
another,,on,,,,,,,,,,
bid,,Fluffy,,,,,,,,,,
for,,—,,,,,,p,w_p_pre,,,
freedom,,he,,,,,,,,,,
.,,didn’t,,,didn,,,,,,,
“,,,’,,,,,,,,,
Nothing,,,t,,,,,,,,,
",",,feel,,,,,,,,,,
Neville,,much,,,,,,,,,,
",",,like,,,,,,,,,,
nothing,,singing,,,,,,,,,,
",”",,.,,,,EOS,EOP,p,w_p_pre,,,
said,,He,,,,BOS,BOP,,,,,
Harry,,ran,,,,,,,,,,
",",,back,,,,,,,,,,
hurriedly,,down,,,,,,,,,,
putting,,to,,,,,,,,,,
the,,the,,,,,,,,,,
cloak,,common,,,,,,,,,,
behind,,room,,,,,,,,,,
his,,.,,,,EOS,,p,w_p_pre,,,
back,,“,,,,BOS,,p,w_p_fol,,,
.,,We’d,,,We,,,,,,,
Neville,,,’,,,,,,,,,
stared,,,d,,,,,,,,,
at,,better,,,,,,,,,,
their,,put,,,,,,,,,,
guilty,,the,,,,,,,,,,
faces,,cloak,,,,,,,,,,
.,,on,,,,,,,,,,
“,,here,,,,,,,,,,
You,,",",,,,,,p,w_p_pre,,,
’,,and,,,,,,,,,,
re,,make,,,,,,,,,,
going,,sure,,,,,,,,,,
out,,it,,,,,,,,,,
again,,covers,,,,,,,,,,
",”",,all,,,,,,,,,,
he,,three,,,,,,,,,,
said,,of,,,,,,,,,,
.,,us,,,,,,,,,,
“,,-,,,,,,p,w_p_pre,,,
No,,if,,,,,,,,,,
",",,Filch,,,,,,,,,,
no,,spots,,,,,,,,,,
",",,one,,,,,,,,,,
no,,of,,,,,,,,,,
",”",,our,,,,,,,,,,
said,,feet,,,,,,,,,,
Hermione,,wandering,,,,,,,,,,
.,,along,,,,,,,,,,
“,,on,,,,,,,,,,
No,,its,,,,,,,,,,
",",,own,,,,,,,,,,
we,,—,,,,,,p,w_p_pre,,,
’,,”,,,,EOS,,p,w_p_pre,,,
re,,“,,,,BOS,,p,w_p_fol,,,
not,,What,,,,,,,,,,
.,,are,,,,,,,,,,
Why,,you,,,,,,,,,,
don,,doing,,,,,,,,,,
’,,?,,,?”,,,p,w_p_pre,,,
t,,”,,add,,,,p,w_p_pre,,,
you,,said,,,,,,,,,,
go,,a,,,,,,,,,,
to,,voice,,,,,,,,,,
bed,,from,,,,,,,,,,
",",,the,,,,,,,,,,
Neville,,corner,,,,,,,,,,
?”,,of,,,,,,,,,,
Harry,,the,,,,,,,,,,
looked,,room,,,,,,,,,,
at,,.,,,,EOS,,p,w_p_pre,,,
the,,Neville,,,,BOS,,,,,,
grandfather,,appeared,,,,,,,,,,
clock,,from,,,,,,,,,,
by,,behind,,,,,,,,,,
the,,an,,,,,,,,,,
door,,armchair,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
They,,clutching,,,,,,,,,,
couldn,,Trevor,,,,,,,,,,
’,,the,,,,,,,,,,
t,,toad,,,,,,,,,,
afford,,",",,,,,,p,w_p_pre,,,
to,,who,,,,,,,,,,
waste,,looked,,,,,,,,,,
any,,as,,,,,,,,,,
more,,though,,,,,,,,,,
time,,he’d,,,he,,,,,,,
",",,,’,,,,,,,,,
Snape,,,d,,,,,,,,,
might,,been,,,,,,,,,,
even,,making,,,,,,,,,,
now,,another,,,,,,,,,,
be,,bid,,,,,,,,,,
playing,,for,,,,,,,,,,
Fluffy,,freedom,,,,,,,,,,
to,,.,,,,EOS,,p,w_p_pre,,,
sleep,,“,,,,BOS,,p,w_p_fol,,,
.,,Nothing,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
You,,Neville,,,,,,,,,,
can,,",",,,,,,p,w_p_pre,,,
’,,nothing,,,,,,,,,,
t,,",",,,",”",,,p,w_p_pre,,,
go,,”,,add,,,,p,w_p_pre,,,
out,,said,,,,,,,,,,
",”",,Harry,,,,,,,,,,
said,,",",,,,,,p,w_p_pre,,,
Neville,,hurriedly,,,,,,,,,,
",",,putting,,,,,,,,,,
“,,the,,,,,,,,,,
you,,cloak,,,,,,,,,,
’,,behind,,,,,,,,,,
ll,,his,,,,,,,,,,
be,,back,,,,,,,,,,
caught,,.,,,,EOS,,p,w_p_pre,,,
again,,Neville,,,,BOS,,,,,,
.,,stared,,,,,,,,,,
Gryffindor,,at,,,,,,,,,,
will,,their,,,,,,,,,,
be,,guilty,,,,,,,,,,
in,,faces,,,,,,,,,,
even,,.,,,,EOS,,p,w_p_pre,,,
more,,“,,,,BOS,,p,w_p_fol,,,
trouble,,You’re,,,You,,,,,,,
.”,,,’,,,,,,,,,
“,,,re,,,,,,,,,
You,,going,,,,,,,,,,
don,,out,,,,,,,,,,
’,,again,,,,,,,,,,
t,,",",,,",”",,,p,w_p_pre,,,
understand,,”,,add,,,,p,w_p_pre,,,
",”",,he,,,,,,,,,,
said,,said,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
“,,No,,,,,,,,,,
this,,",",,,,,,p,w_p_pre,,,
is,,no,,,,,,,,,,
important,,",",,,,,,p,w_p_pre,,,
.”,,no,,,,,,,,,,
But,,",",,,",”",,,p,w_p_pre,,,
Neville,,”,,add,,,,p,w_p_pre,,,
was,,said,,,,,,,,,,
clearly,,Hermione,,,,,,,,,,
steeling,,.,,,,EOS,,p,w_p_pre,,,
himself,,“,,,,BOS,,p,w_p_fol,,,
to,,No,,,,,,,,,,
do,,",",,,,,,p,w_p_pre,,,
something,,we’re,,,we,,,,,,,
desperate,,,’,,,,,,,,,
.,,,re,,,,,,,,,
“,,not,,,,,,,,,,
I,,.,,,,EOS,,p,w_p_pre,,,
won,,Why,,,,BOS,,,,,,
’,,don’t,,,don,,,,,,,
t,,,’,,,,,,,,,
let,,,t,,,,,,,,,
you,,you,,,,,,,,,,
do,,go,,,,,,,,,,
it,,to,,,,,,,,,,
",”",,bed,,,,,,,,,,
he,,",",,,,,,p,w_p_pre,,,
said,,Neville,,,,,,,,,,
",",,?,,,?”,,,p,w_p_pre,,,
hurrying,,”,,add,,EOS,EOP,p,w_p_pre,,,
to,,Harry,,,,BOS,BOP,,,,,
stand,,looked,,,,,,,,,,
in,,at,,,,,,,,,,
front,,the,,,,,,,,,,
of,,grandfather,,,,,,,,,,
the,,clock,,,,,,,,,,
portrait,,by,,,,,,,,,,
hole,,the,,,,,,,,,,
.,,door,,,,,,,,,,
“,,.,,,,EOS,,p,w_p_pre,,,
I,,They,,,,BOS,,,,,,
’,,couldn’t,,,couldn,,,,,,,
ll,,,’,,,,,,,,,
—,,,t,,,,,,,,,
I,,afford,,,,,,,,,,
’,,to,,,,,,,,,,
ll,,waste,,,,,,,,,,
fight,,any,,,,,,,,,,
you,,more,,,,,,,,,,
!”,,time,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
Neville,,Snape,,,,,,,,,,
",",,might,,,,,,,,,,
“,,even,,,,,,,,,,
Ron,,now,,,,,,,,,,
exploded,,be,,,,,,,,,,
",",,playing,,,,,,,,,,
“,,Fluffy,,,,,,,,,,
get,,to,,,,,,,,,,
away,,sleep,,,,,,,,,,
from,,.,,,,EOS,,p,w_p_pre,,,
that,,“,,,,BOS,,p,w_p_fol,,,
hole,,You,,,,,,,,,,
and,,can’t,,,can,,,,,,,
don,,,’,,,,,,,,,
’,,,t,,,,,,,,,
t,,go,,,,,,,,,,
be,,out,,,,,,,,,,
an,,",",,,",”",,,p,w_p_pre,,,
idiot,,”,,add,,,,p,w_p_pre,,,
—,,said,,,,,,,,,,
”,,Neville,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
Don,,“,,,,,,p,w_p_fol,,,
’,,you’ll,,,you,,,,,,,
t,,,’,,,,,,,,,
you,,,ll,,,,,,,,,
call,,be,,,,,,,,,,
me,,caught,,,,,,,,,,
an,,again,,,,,,,,,,
idiot,,.,,,,EOS,,p,w_p_pre,,,
!”,,Gryffindor,,,,BOS,,,,,,
said,,will,,,,,,,,,,
Neville,,be,,,,,,,,,,
.,,in,,,,,,,,,,
“,,even,,,,,,,,,,
I,,more,,,,,,,,,,
don,,trouble,,,,,,,,,,
’,,.,,,.”,,,p,w_p_pre,,,
t,,”,,add,,EOS,,p,w_p_pre,,,
think,,“,,,,BOS,,p,w_p_fol,,,
you,,You,,,,,,,,,,
should,,don’t,,,don,,,,,,,
be,,,’,,,,,,,,,
breaking,,,t,,,,,,,,,
any,,understand,,,,,,,,,,
more,,",",,,",”",,,p,w_p_pre,,,
rules,,”,,add,,,,p,w_p_pre,,,
!,,said,,,,,,,,,,
And,,Harry,,,,,,,,,,
you,,",",,,,,,p,w_p_pre,,,
were,,“,,,,,,p,w_p_fol,,,
the,,this,,,,,,,,,,
one,,is,,,,,,,,,,
who,,important,,,,,,,,,,
told,,.,,,.”,,,p,w_p_pre,,,
me,,”,,add,,EOS,,p,w_p_pre,,,
to,,But,,,,BOS,,,,,,
stand,,Neville,,,,,,,,,,
up,,was,,,,,,,,,,
to,,clearly,,,,,,,,,,
people,,steeling,,,,,,,,,,
!”,,himself,,,,,,,,,,
“,,to,,,,,,,,,,
Yes,,do,,,,,,,,,,
",",,something,,,,,,,,,,
but,,desperate,,,,,,,,,,
not,,.,,,,EOS,,p,w_p_pre,,,
to,,“,,,,BOS,,p,w_p_fol,,,
us,,I,,,,,,,,,,
”,,won’t,,,won,,,,,,,
said,,,’,,,,,,,,,
Ron,,,t,,,,,,,,,
in,,let,,,,,,,,,,
exasperation,,you,,,,,,,,,,
.,,do,,,,,,,,,,
“,,it,,,,,,,,,,
Neville,,",",,,",”",,,p,w_p_pre,,,
",",,”,,add,,,,p,w_p_pre,,,
you,,he,,,,,,,,,,
don,,said,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
t,,hurrying,,,,,,,,,,
know,,to,,,,,,,,,,
what,,stand,,,,,,,,,,
you,,in,,,,,,,,,,
’,,front,,,,,,,,,,
re,,of,,,,,,,,,,
doing,,the,,,,,,,,,,
.”,,portrait,,,,,,,,,,
He,,hole,,,,,,,,,,
took,,.,,,,EOS,,p,w_p_pre,,,
a,,“,,,,BOS,,p,w_p_fol,,,
step,,I’ll,,,I,,,,,,,
forward,,,’,,,,,,,,,
and,,,ll,,,,,,,,,
Neville,,—,,,,,,p,w_p_pre,,,
dropped,,I’ll,,,I,,,,,,,
Trevor,,,’,,,,,,,,,
the,,,ll,,,,,,,,,
toad,,fight,,,,,,,,,,
",",,you,,,,,,,,,,
who,,!,,,!”,,,p,w_p_pre,,,
leapt,,”,,add,,EOS,,p,w_p_pre,,,
out,,“,,,,BOS,,p,w_p_fol,,,
of,,Neville,,,,,,,,,,
sight,,",",,,,,,p,w_p_pre,,,
.,,”,,,“,,,p,w_p_pre,,,
“,,Ron,,,,,,,,,,
Go,,exploded,,,,,,,,,,
on,,",",,,,,,p,w_p_pre,,,
then,,“,,,,,,p,w_p_fol,,,
",",,get,,,,,,,,,,
try,,away,,,,,,,,,,
and,,from,,,,,,,,,,
hit,,that,,,,,,,,,,
me,,hole,,,,,,,,,,
!”,,and,,,,,,,,,,
said,,don’t,,,don,,,,,,,
Neville,,,’,,,,,,,,,
",",,,t,,,,,,,,,
raising,,be,,,,,,,,,,
