original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
he,,dropped,,,,,,,,,,
stood,,Trevor,,,,,,,,,,
and,,the,,,,,,,,,,
then,,toad,,,,,,,,,,
fell,,",",,,,,,p,w_p_pre,,,
flat,,who,,,,,,,,,,
on,,leapt,,,,,,,,,,
his,,out,,,,,,,,,,
face,,of,,,,,,,,,,
",",,sight,,,,,,,,,,
stiff,,.,,,,EOS,,p,w_p_pre,,,
as,,“,,,,BOS,,p,w_p_fol,,,
a,,Go,,,,,,,,,,
board,,on,,,,,,,,,,
.,,then,,,,,,,,,,
Hennione,,",",,,,,,p,w_p_pre,,,
ran,,try,,,,,,,,,,
to,,and,,,,,,,,,,
turn,,hit,,,,,,,,,,
him,,me,,,,,,,,,,
over,,!,,,!”,,,p,w_p_pre,,,
.,,”,,add,,,,p,w_p_pre,,,
Neville,,said,,,,,,,,,,
’,,Neville,,,,,,,,,,
s,,",",,,,,,p,w_p_pre,,,
jaws,,raising,,,,,,,,,,
were,,his,,,,,,,,,,
jammed,,fists,,,,,,,,,,
together,,.,,,,EOS,,p,w_p_pre,,,
so,,“,,,,BOS,,p,w_p_fol,,,
he,,I’m,,,I,,,,,,,
couldn,,,’,,,,,,,,,
’,,,m,,,,,,,,,
t,,ready,,,,,,,,,,
speak,,!,,,!”,,,p,w_p_pre,,,
.,,”,,add,,EOS,,p,w_p_pre,,,
Only,,Harry,,,,BOS,,,,,,
his,,turned,,,,,,,,,,
eyes,,to,,,,,,,,,,
were,,Hermione,,,Hennione,,,,,,,
moving,,.,,,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
looking,,Do,,,,,,,,,,
at,,something,,,,,,,,,,
them,,",",,,",”",,,p,w_p_pre,,,
in,,”,,add,,,,p,w_p_pre,,,
honor,,he,,,,,,,,,,
.,,said,,,,,,,,,,
“,,desperately,,,,,,,,,,
What,,.,,,,EOS,,p,w_p_pre,,,
’,,Hermione,,,Hennione,BOS,,,,,,
ve,,stepped,,,,,,,,,,
you,,forward,,,,,,,,,,
done,,.,,,,EOS,,p,w_p_pre,,,
to,,“,,,,BOS,,p,w_p_fol,,,
him,,Neville,,,,,,,,,,
?”,,",",,,",”",,,p,w_p_pre,,,
Hany,,”,,add,,,,p,w_p_pre,,,
whispered,,she,,,,,,,,,,
.,,said,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
It,,“,,,,,,p,w_p_fol,,,
’,,I’m,,,I,,,,,,,
s,,,’,,,,,,,,,
the,,,m,,,,,,,,,
full,,really,,,,,,,,,,
Body,,",",,,,,,p,w_p_pre,,,
-,,really,,,,,,,,,,
Bind,,sorry,,,,,,,,,,
",”",,about,,,,,,,,,,
said,,this,,,,,,,,,,
Hennione,,.,,,.”,,,p,w_p_pre,,,
miserably,,”,,add,,EOS,,p,w_p_pre,,,
.,,She,,,,BOS,,,,,,
“,,raised,,,,,,,,,,
Oh,,her,,,,,,,,,,
",",,wand,,,,,,,,,,
Neville,,.,,,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
I,,Petrificus,,,,,,,,,,
’,,Totalus,,,,,,,,,,
m,,!,,add,,,,p,w_p_pre,,,
so,,”,,,/”,,,p,w_p_pre,,,
sorry,,she,,,,,,,,,,
.”,,cried,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
We,,pointing,,,,,,,,,,
had,,it,,,,,,,,,,
to,,at,,,,,,,,,,
",",,Neville,,,,,,,,,,
Neville,,.,,,,EOS,,p,w_p_pre,,,
",",,Neville’s,,,Neville,BOS,,,,,,
no,,,’,,,,,,,,,
time,,,s,,,,,,,,,
to,,arms,,,anns,,,,,,,
explain,,snapped,,,,,,,,,,
",”",,to,,,,,,,,,,
said,,his,,,,,,,,,,
Harry,,sides,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
“,,His,,,,BOS,,,,,,
You,,legs,,,,,,,,,,
’,,sprang,,,,,,,,,,
ll,,together,,,,,,,,,,
understand,,.,,,,EOS,,p,w_p_pre,,,
later,,His,,,,BOS,,,,,,
",",,whole,,,,,,,,,,
Neville,,body,,,,,,,,,,
",”",,rigid,,,,,,,,,,
said,,",",,,,,,p,w_p_pre,,,
Ron,,he,,,,,,,,,,
as,,swayed,,,,,,,,,,
they,,where,,,,,,,,,,
stepped,,he,,,,,,,,,,
over,,stood,,,,,,,,,,
him,,and,,,,,,,,,,
and,,then,,,,,,,,,,
pulled,,fell,,,,,,,,,,
on,,flat,,,,,,,,,,
the,,on,,,,,,,,,,
invisibility,,his,,,,,,,,,,
cloak,,face,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
But,,stiff,,,,,,,,,,
leaving,,as,,,,,,,,,,
Neville,,a,,,,,,,,,,
lying,,board,,,,,,,,,,
motionless,,.,,,,EOS,EOP,p,w_p_pre,,,
on,,Hermione,,,Hennione,BOS,BOP,,,,,
the,,ran,,,,,,,,,,
floor,,to,,,,,,,,,,
didn,,turn,,,,,,,,,,
’,,him,,,,,,,,,,
t,,over,,,,,,,,,,
feel,,.,,,,EOS,,p,w_p_pre,,,
like,,Neville’s,,,Neville,BOS,,,,,,
a,,,’,,,,,,,,,
very,,,s,,,,,,,,,
good,,jaws,,,,,,,,,,
omen,,were,,,,,,,,,,
.,,jammed,,,,,,,,,,
In,,together,,,,,,,,,,
their,,so,,,,,,,,,,
nervous,,he,,,,,,,,,,
state,,couldn’t,,,couldn,,,,,,,
",",,,’,,,,,,,,,
every,,,t,,,,,,,,,
statue,,speak,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
s,,Only,,,,BOS,,,,,,
shadow,,his,,,,,,,,,,
looked,,eyes,,,,,,,,,,
like,,were,,,,,,,,,,
Filch,,moving,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
every,,looking,,,,,,,,,,
distant,,at,,,,,,,,,,
breath,,them,,,,,,,,,,
of,,in,,,,,,,,,,
wind,,horror,,,honor,,,,,,,
sounded,,.,,,,EOS,,p,w_p_pre,,,
like,,“,,,,BOS,,p,w_p_fol,,,
Peeves,,What’ve,,,What,,,,,,,
swooping,,,’,,,,,,,,,
down,,,ve,,,,,,,,,
on,,you,,,,,,,,,,
them,,done,,,,,,,,,,
.,,to,,,,,,,,,,
At,,him,,,,,,,,,,
the,,?,,,?”,,,p,w_p_pre,,,
foot,,”,,add,,,,p,w_p_pre,,,
of,,Harry,,,Hany,,,,,,,
the,,whispered,,,,,,,,,,
first,,.,,,,EOS,,p,w_p_pre,,,
set,,“,,,,BOS,,p,w_p_fol,,,
of,,It’s,,,It,,,,,,,
stairs,,,’,,,,,,,,,
",",,,s,,,,,,,,,
they,,the,,,,,,,,,,
spotted,,full,,,,,,,,,,
Mrs,,Body-Bind,,,Body,,,,,,,
.,,,-,,,,,,,,,
Norris,,,Bind,,,,,,,,,
skulking,,",",,,",”",,,p,w_p_pre,,,
near,,”,,add,,,,p,w_p_pre,,,
the,,said,,,,,,,,,,
top,,Hermione,,,Hennione,,,,,,,
.,,miserably,,,,,,,,,,
“,,.,,,,EOS,,p,w_p_pre,,,
Oh,,“,,,,BOS,,p,w_p_fol,,,
",",,Oh,,,,,,,,,,
let,,",",,,,,,p,w_p_pre,,,
’,,Neville,,,,,,,,,,
s,,",",,,,,,p,w_p_pre,,,
kick,,I’m,,,I,,,,,,,
her,,,’,,,,,,,,,
",",,,m,,,,,,,,,
just,,so,,,,,,,,,,
this,,sorry,,,,,,,,,,
once,,.,,,.”,,,p,w_p_pre,,,
",”",,”,,add,,EOS,,p,w_p_pre,,,
Ron,,“,,,,BOS,,p,w_p_fol,,,
whispered,,We,,,,,,,,,,
in,,had,,,,,,,,,,
Harry,,to,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
s,,Neville,,,,,,,,,,
ear,,",",,,,,,p,w_p_pre,,,
",",,no,,,,,,,,,,
but,,time,,,,,,,,,,
Harry,,to,,,,,,,,,,
shook,,explain,,,,,,,,,,
his,,",",,,",”",,,p,w_p_pre,,,
head,,”,,add,,,,p,w_p_pre,,,
.,,said,,,,,,,,,,
As,,Harry,,,,,,,,,,
they,,.,,,,EOS,,p,w_p_pre,,,
climbed,,“,,,,BOS,,p,w_p_fol,,,
carefully,,You’ll,,,You,,,,,,,
around,,,’,,,,,,,,,
her,,,ll,,,,,,,,,
",",,understand,,,,,,,,,,
Mrs,,later,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
Norris,,Neville,,,,,,,,,,
turned,,",",,,",”",,,p,w_p_pre,,,
her,,”,,add,,,,p,w_p_pre,,,
lamplike,,said,,,,,,,,,,
eyes,,Ron,,,,,,,,,,
on,,as,,,,,,,,,,
them,,they,,,,,,,,,,
",",,stepped,,,,,,,,,,
but,,over,,,,,,,,,,
didn,,him,,,,,,,,,,
’,,and,,,,,,,,,,
t,,pulled,,,,,,,,,,
do,,on,,,,,,,,,,
anything,,the,,,,,,,,,,
.,,invisibility,,,,,,,,,,
They,,cloak,,,,,,,,,,
didn,,.,,,,EOS,EOP,p,w_p_pre,,,
’,,But,,,,BOS,BOP,,,,,
t,,leaving,,,,,,,,,,
meet,,Neville,,,,,,,,,,
anyone,,lying,,,,,,,,,,
else,,motionless,,,,,,,,,,
until,,on,,,,,,,,,,
they,,the,,,,,,,,,,
reached,,floor,,,,,,,,,,
the,,didn’t,,,didn,,,,,,,
staircase,,,’,,,,,,,,,
up,,,t,,,,,,,,,
to,,feel,,,,,,,,,,
the,,like,,,,,,,,,,
third,,a,,,,,,,,,,
floor,,very,,,,,,,,,,
.,,good,,,,,,,,,,
Peeves,,omen,,,,,,,,,,
was,,.,,,,EOS,,p,w_p_pre,,,
bobbing,,In,,,,BOS,,,,,,
halfway,,their,,,,,,,,,,
up,,nervous,,,,,,,,,,
",",,state,,,,,,,,,,
loosening,,",",,,,,,p,w_p_pre,,,
the,,every,,,,,,,,,,
carpet,,statue’s,,,statue,,,,,,,
so,,,’,,,,,,,,,
that,,,s,,,,,,,,,
people,,shadow,,,,,,,,,,
would,,looked,,,,,,,,,,
trip,,like,,,,,,,,,,
.,,Filch,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
Who,,every,,,,,,,,,,
’,,distant,,,,,,,,,,
s,,breath,,,,,,,,,,
there,,of,,,,,,,,,,
?”,,wind,,,,,,,,,,
he,,sounded,,,,,,,,,,
said,,like,,,,,,,,,,
suddenly,,Peeves,,,,,,,,,,
as,,swooping,,,,,,,,,,
they,,down,,,,,,,,,,
climbed,,on,,,,,,,,,,
toward,,them,,,,,,,,,,
him,,.,,,,EOS,,p,w_p_pre,,,
.,,At,,,,BOS,,,,,,
He,,the,,,,,,,,,,
narrowed,,foot,,,,,,,,,,
his,,of,,,,,,,,,,
wicked,,the,,,,,,,,,,
black,,first,,,,,,,,,,
eyes,,set,,,,,,,,,,
.,,of,,,,,,,,,,
“,,stairs,,,,,,,,,,
Know,,",",,,,,,p,w_p_pre,,,
you,,they,,,,,,,,,,
’,,spotted,,,,,,,,,,
re,,Mrs.,,,Mrs,,,,,,,
there,,,.,,,,,,,,,
",",,Norris,,,,,,,,,,
even,,skulking,,,,,,,,,,
if,,near,,,,,,,,,,
I,,the,,,,,,,,,,
can,,top,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
t,,“,,,,BOS,,p,w_p_fol,,,
see,,Oh,,,,,,,,,,
you,,",",,,,,,p,w_p_pre,,,
.,,let’s,,,let,,,,,,,
Are,,,’,,,,,,,,,
you,,,s,,,,,,,,,
ghoulie,,kick,,,,,,,,,,
or,,her,,,,,,,,,,
ghostie,,",",,,,,,p,w_p_pre,,,
or,,just,,,,,,,,,,
wee,,this,,,,,,,,,,
student,,once,,,,,,,,,,
beastie,,",",,,",”",,,p,w_p_pre,,,
?”,,”,,add,,,,p,w_p_pre,,,
He,,Ron,,,,,,,,,,
rose,,whispered,,,,,,,,,,
up,,in,,,,,,,,,,
in,,Harry’s,,,Harry,,,,,,,
the,,,’,,,,,,,,,
air,,,s,,,,,,,,,
and,,ear,,,,,,,,,,
floated,,",",,,,,,p,w_p_pre,,,
there,,but,,,,,,,,,,
",",,Harry,,,,,,,,,,
squinting,,shook,,,,,,,,,,
at,,his,,,,,,,,,,
them,,head,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
“,,As,,,,BOS,,,,,,
Should,,they,,,,,,,,,,
call,,climbed,,,,,,,,,,
Filch,,carefully,,,,,,,,,,
",",,around,,,,,,,,,,
I,,her,,,,,,,,,,
should,,",",,,,,,p,w_p_pre,,,
",",,Mrs.,,,Mrs,,,,,,,
if,,,.,,,,,,,,,
something,,Norris,,,,,,,,,,
’,,turned,,,,,,,,,,
s,,her,,,,,,,,,,
a,,lamplike,,,,,,,,,,
-,,eyes,,,,,,,,,,
creeping,,on,,,,,,,,,,
around,,them,,,,,,,,,,
unseen,,",",,,,,,p,w_p_pre,,,
.”,,but,,,,,,,,,,
Harry,,didn’t,,,didn,,,,,,,
had,,,’,,,,,,,,,
a,,,t,,,,,,,,,
sudden,,do,,,,,,,,,,
idea,,anything,,,,,,,,,,
.,,.,,,,EOS,EOP,p,w_p_pre,,,
“,,They,,,,BOS,BOP,,,,,
Peeves,,didn’t,,,didn,,,,,,,
",”",,,’,,,,,,,,,
he,,,t,,,,,,,,,
said,,meet,,,,,,,,,,
",",,anyone,,,,,,,,,,
in,,else,,,,,,,,,,
a,,until,,,,,,,,,,
hoarse,,they,,,,,,,,,,
whisper,,reached,,,,,,,,,,
",",,the,,,,,,,,,,
“,,staircase,,,,,,,,,,
the,,up,,,,,,,,,,
Bloody,,to,,,,,,,,,,
Baron,,the,,,,,,,,,,
has,,third,,,,,,,,,,
his,,floor,,,,,,,,,,
own,,.,,,,EOS,,p,w_p_pre,,,
reasons,,Peeves,,,,BOS,,,,,,
for,,was,,,,,,,,,,
being,,bobbing,,,,,,,,,,
invisible,,halfway,,,,,,,,,,
.”,,up,,,,,,,,,,
Peeves,,",",,,,,,p,w_p_pre,,,
almost,,loosening,,,,,,,,,,
fell,,the,,,,,,,,,,
out,,carpet,,,,,,,,,,
of,,so,,,,,,,,,,
the,,that,,,,,,,,,,
air,,people,,,,,,,,,,
in,,would,,,,,,,,,,
shock,,trip,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
He,,“,,,,BOS,,p,w_p_fol,,,
caught,,Who’s,,,Who,,,,,,,
himself,,,’,,,,,,,,,
in,,,s,,,,,,,,,
time,,there,,,,,,,,,,
and,,?,,,?”,,,p,w_p_pre,,,
hovered,,”,,add,,,,p,w_p_pre,,,
about,,he,,,,,,,,,,
a,,said,,,,,,,,,,
foot,,suddenly,,,,,,,,,,
off,,as,,,,,,,,,,
the,,they,,,,,,,,,,
stairs,,climbed,,,,,,,,,,
.,,toward,,,,,,,,,,
“,,him,,,,,,,,,,
So,,.,,,,EOS,,p,w_p_pre,,,
sorry,,He,,,,BOS,,,,,,
",",,narrowed,,,,,,,,,,
your,,his,,,,,,,,,,
bloodiness,,wicked,,,,,,,,,,
",",,black,,,,,,,,,,
Mr,,eyes,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
Baron,,“,,,,BOS,,p,w_p_fol,,,
",",,Know,,,,,,,,,,
Sir,,you’re,,,you,,,,,,,
",”",,,’,,,,,,,,,
he,,,re,,,,,,,,,
said,,there,,,,,,,,,,
greasily,,",",,,,,,p,w_p_pre,,,
.,,even,,,,,,,,,,
“,,if,,,,,,,,,,
My,,I,,,,,,,,,,
mistake,,can’t,,,can,,,,,,,
",",,,’,,,,,,,,,
my,,,t,,,,,,,,,
mistake,,see,,,,,,,,,,
—,,you,,,,,,,,,,
I,,.,,,,EOS,,p,w_p_pre,,,
didn,,Are,,,,BOS,,,,,,
’,,you,,,,,,,,,,
t,,ghoulie,,,,,,,,,,
see,,or,,,,,,,,,,
you,,ghostie,,,,,,,,,,
—,,or,,,,,,,,,,
of,,wee,,,,,,,,,,accent
course,,student,,,,,,,,,,
I,,beastie,,,,,,,,,,
didn,,?,,,?”,,,p,w_p_pre,,,
’,,”,,add,,EOS,,p,w_p_pre,,,
t,,He,,,,BOS,,,,,,
",",,rose,,,,,,,,,,
you,,up,,,,,,,,,,
’,,in,,,,,,,,,,
re,,the,,,,,,,,,,
invisible,,air,,,,,,,,,,
—,,and,,,,,,,,,,
forgive,,floated,,,,,,,,,,
old,,there,,,,,,,,,,
Peevsie,,",",,,,,,p,w_p_pre,,,
his,,squinting,,,,,,,,,,
little,,at,,,,,,,,,,
joke,,them,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
sir,,“,,,,BOS,,p,w_p_fol,,,
.”,,Should,,,,,,,,,,
“,,call,,,,,,,,,,
I,,Filch,,,,,,,,,,
have,,",",,,,,,p,w_p_pre,,,
business,,I,,,,,,,,,,
here,,should,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
Peeves,,if,,,,,,,,,,
",”",,something’s,,,something,,,,,,,
croaked,,,’,,,,,,,,,
Harry,,,s,,,,,,,,,
.,,a-creeping,,,a,,,,,,,accent
“,,,-,,,,,,,,,
Stay,,,creeping,,,,,,,,,
away,,around,,,,,,,,,,
from,,unseen,,,,,,,,,,
this,,.,,,.”,,,p,w_p_pre,,,
place,,”,,add,,EOS,EOP,p,w_p_pre,,,
tonight,,Harry,,,,BOS,BOP,,,,,
.”,,had,,,,,,,,,,
“,,a,,,,,,,,,,
I,,sudden,,,,,,,,,,
will,,idea,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
sir,,“,,,,BOS,,p,w_p_fol,,,
",",,Peeves,,,,,,,,,,
I,,",",,,",”",,,p,w_p_pre,,,
most,,”,,add,,,,p,w_p_pre,,,
certainly,,he,,,,,,,,,,
will,,said,,,,,,,,,,
",”",,",",,,,,,p,w_p_pre,,,
said,,in,,,,,,,,,,
Peeves,,a,,,,,,,,,,
",",,hoarse,,,,,,,,,,
rising,,whisper,,,,,,,,,,
up,,",",,,,,,p,w_p_pre,,,
in,,“,,,,,,p,w_p_fol,,,
the,,the,,,,,,,,,,
air,,Bloody,,,,,,,,,,
again,,Baron,,,,,,,,,,
.,,has,,,,,,,,,,
“,,his,,,,,,,,,,
Hope,,own,,,,,,,,,,
your,,reasons,,,,,,,,,,
business,,for,,,,,,,,,,
goes,,being,,,,,,,,,,
well,,invisible,,,,,,,,,,
",",,.,,,.”,,,p,w_p_pre,,,
Baron,,”,,add,,EOS,,p,w_p_pre,,,
",",,Peeves,,,,BOS,,,,,,
I,,almost,,,,,,,,,,
’,,fell,,,,,,,,,,
ll,,out,,,,,,,,,,
not,,of,,,,,,,,,,
bother,,the,,,,,,,,,,
you,,air,,,,,,,,,,
.”,,in,,,,,,,,,,
And,,shock,,,,,,,,,,
he,,.,,,,EOS,,p,w_p_pre,,,
scooted,,He,,,,BOS,,,,,,
off,,caught,,,,,,,,,,
.,,himself,,,,,,,,,,
“,,in,,,,,,,,,,
Brilliant,,time,,,,,,,,,,
",",,and,,,,,,,,,,
Harry,,hovered,,,,,,,,,,
!”,,about,,,,,,,,,,
whispered,,a,,,,,,,,,,
Ron,,foot,,,,,,,,,,
.,,off,,,,,,,,,,
A,,the,,,,,,,,,,
few,,stairs,,,,,,,,,,
seconds,,.,,,,EOS,,p,w_p_pre,,,
later,,“,,,,BOS,,p,w_p_fol,,,
",",,So,,,,,,,,,,
they,,sorry,,,,,,,,,,
were,,",",,,,,,p,w_p_pre,,,
there,,your,,,,,,,,,,
",",,bloodiness,,,,,,,,,,
outside,,",",,,,,,p,w_p_pre,,,
the,,Mr.,,,Mr,,,,,,,
third,,,.,,,,,,,,,
-,,Baron,,,,,,,,,,
floor,,",",,,,,,p,w_p_pre,,,
corridor,,Sir,,,,,,,,,,
—,,",",,,",”",,,p,w_p_pre,,,
and,,”,,add,,,,p,w_p_pre,,,
the,,he,,,,,,,,,,
door,,said,,,,,,,,,,
was,,greasily,,,,,,,,,,
already,,.,,,,EOS,,p,w_p_pre,,,
ajar,,“,,,,BOS,,p,w_p_fol,,,
.,,My,,,,,,,,,,
“,,mistake,,,,,,,,,,
Well,,",",,,,,,p,w_p_pre,,,
",",,my,,,,,,,,,,
there,,mistake,,,,,,,,,,
you,,—,,,,,,p,w_p_pre,,,
are,,I,,,,,,,,,,
",”",,didn’t,,,didn,,,,,,,
Harry,,,’,,,,,,,,,
said,,,t,,,,,,,,,
quietly,,see,,,,,,,,,,
",",,you,,,,,,,,,,
“,,—,,,,,,p,w_p_pre,,,
Snape,,of,,,,,,,,,,
’,,course,,,,,,,,,,
s,,I,,,,,,,,,,
already,,didn’t,,,didn,,,,,,,
got,,,’,,,,,,,,,
past,,,t,,,,,,,,,
Fluffy,,",",,,,,,p,w_p_pre,,,
.”,,you’re,,,you,,,,,,,
Seeing,,,’,,,,,,,,,
the,,,re,,,,,,,,,
open,,invisible,,,,,,,,,,
door,,—,,,,,,p,w_p_pre,,,
somehow,,forgive,,,,,,,,,,
seemed,,old,,,,,,,,,,
to,,Peevsie,,,,,,,,,,
impress,,his,,,,,,,,,,
upon,,little,,,,,,,,,,
all,,joke,,,,,,,,,,
three,,",",,,,,,p,w_p_pre,,,
of,,sir,,,,,,,,,,
them,,.,,,.”,,,p,w_p_pre,,,
what,,”,,add,,EOS,,p,w_p_pre,,,
was,,“,,,,BOS,,p,w_p_fol,,,
facing,,I,,,,,,,,,,
them,,have,,,,,,,,,,
.,,business,,,,,,,,,,
Underneath,,here,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
cloak,,Peeves,,,,,,,,,,
",",,",",,,",”",,,p,w_p_pre,,,
Harry,,”,,add,,,,p,w_p_pre,,,
turned,,croaked,,,,,,,,,,
to,,Harry,,,,,,,,,,
